AAF;IFN-alpha activation factor;AAF$CONS;6
foxc1;FKHL7,FREAC3;AS$FOXC1_09;2
foxc1;FKHL7,FREAC3;AS$FOXC1_10;2
foxc1;FKHL7,FREAC3;AS$FOXC1_11;2
foxc1;FKHL7,FREAC3;AS$FOXC1_12;2
foxc1;FKHL7,FREAC3;AS$FOXC1_13;2
foxc1;FKHL7,FREAC3;AS$FOXC1_14;2
foxc1;FKHL7,FREAC3;AS$FOXC1_15;2
foxc1;FKHL7,FREAC3;AS$FOXC1_16;2
foxc1;FKHL7,FREAC3;AS$FOXC1_17;2
foxc1;FKHL7,FREAC3;AS$FOXC1_18;2
foxc1;FKHL7,FREAC3;AS$FOXC1_19;2
foxc1;FKHL7,FREAC3;AS$FOXC1_20;2
foxc1;FKHL7,FREAC3;AS$FOXC1_21;2
foxc1;FKHL7,FREAC3;AS$FOXC1_22;2
foxc1;FKHL7,FREAC3;AS$FOXC1_23;2
foxc1;FKHL7,FREAC3;AS$FOXC1_24;2
foxc1;FKHL7,FREAC3;AS$FOXC1_25;2
foxc1;FKHL7,FREAC3;AS$FOXC1_26;2
RXR-gamma:PPARgamma;;HS$SGK1_01;2;G006711
RXR-alpha:PPARalpha;;HS$APOC3_10;2;G000206
RXR-alpha:PPARalpha;;MOUSE$FABP4_13;2;G000478
RXR-alpha:PPARalpha;;RAT$ACOX1_02;2;G000704
RXR-alpha:PPARalpha;;RAT$ACOX1_03;2;G000704
RXR-alpha:PPARalpha;;RAT$CYP4A1_01;2;G041956
RXR-alpha:PPARalpha;;RAT$EHHADH_01;2;G041969
RXR-alpha:PPARalpha;;RAT$FABP1_01;2;G041894
RXR-alpha:PPARalpha;;RAT$HMGCS2_02;2;G004786
RXR-alpha:PPARalpha;;RAT$LIVTR_01;2;G041957
RXR-alpha:PPARalpha;;RAT$ME1_08;2;G000765
RXR-alpha:PPARalpha;;RAT$PEPCK_25;2;G000782
RXR-alpha:PPARalpha;;RAT$PEPCK_31;2;G000782
RXR-alpha:PPARdelta;;HS$APOC3_10;2;G000206
RXR-alpha:PPARdelta;;MOUSE$FABP4_13;2;G000478
RXR-alpha:PPARdelta;;RAT$ACOX1_02;2;G000704
RXR-alpha:PPARdelta;;RAT$ACOX1_03;2;G000704
RXR-alpha:PPARdelta;;RAT$CYP4A1_01;2;G041956
RXR-alpha:PPARdelta;;RAT$EHHADH_01;2;G041969
RXR-alpha:PPARdelta;;RAT$FABP1_01;2;G041894
RXR-alpha:PPARdelta;;RAT$HMGCS2_02;2;G004786
RXR-alpha:PPARdelta;;RAT$LIVTR_01;2;G041957
RXR-alpha:PPARdelta;;RAT$ME1_08;2;G000765
RXR-alpha:PPARdelta;;RAT$PEPCK_25;2;G000782
RXR-alpha:PPARdelta;;RAT$PEPCK_31;2;G000782
PPARbeta:RXR-alpha;;HS$IL1RN_09;2;G003391
PPARbeta:RXR-alpha;;HS$IL1RN_10;2;G003391
PPARbeta:RXR-alpha;;MOUSE$WT1_01;2;G006881
PPARbeta:RXR-alpha;;RAT$ACOX1_07;2;G000704
PPARbeta:RXR-alpha;;RAT$PLA2G2A_13;2;G042429
PPARalpha:RXR-alpha;;HS$HMOX1_14;2;G000287
PPARalpha:RXR-alpha;;HS$HMOX1_15;2;G000287
PPARalpha:RXR-alpha;;MOUSE$ACOT1_01;2;G057098
PPARalpha:RXR-alpha;;RAT$PLA2G2A_13;2;G042429
RXR-gamma;NR2B3,retinoid X receptor gamma,RXRG;HS$ALDH2_01;2;G013490
PPARalpha;NR1C1,peroxisome proliferator-activated receptor alpha,PPARalpha;HS$CYP1A1_14;2;G004914
PPARalpha;NR1C1,peroxisome proliferator-activated receptor alpha,PPARalpha;HS$NR1I2_02;2;G002750
PPARalpha;NR1C1,peroxisome proliferator-activated receptor alpha,PPARalpha;MOUSE$CREB3L3_01;6;G045346
AML2;RUNX3;HS$HES1_07;2;G006195
AML2;RUNX3;HS$RUNX1_01;2;G003993
AML2;RUNX3;HS$VEGFA_36;2;G002597
AML2;RUNX3;HS$VEGFA_37;2;G002597
AML2;RUNX3;HS$VEGFA_38;2;G002597
AML2;RUNX3;MOUSE$IHH_02;2;G006274
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_01;1
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_02;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_03;1
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_04;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_05;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_06;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_07;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_08;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_09;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_10;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_11;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_12;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_13;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;AS$TR4_14;2
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;HS$APOE_18;1;G000207
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;HS$APOE_23;2;G000207
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;HS$BCL2_30;1;G003555
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;HS$CNTFR_01;2;G005944
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;HS$CYP21B_03;1;G000237
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;HS$LHCGR_02;1;G003276
TR4;hTAK1,NR2C2,nuclear receptor subfamily 2, group C, member 2,Orphan nuclear receptor TAK1,Orphan nuclear receptor TR4,TAK1,TR2R1,TR4;MOUSE$RARB_04;2;G001021
PPARgamma;peroxisome proliferator-activated receptor gamma;AS$PPARA_04;2
PPARgamma;peroxisome proliferator-activated receptor gamma;AS$PPARG_101;2
PPARgamma;peroxisome proliferator-activated receptor gamma;HS$CYP1A1_13;2;G004914
PPARgamma;peroxisome proliferator-activated receptor gamma;HS$IPF1_10;2;G002249
PPARgamma;peroxisome proliferator-activated receptor gamma;MOUSE$PDX1_07;2;G002300
RXR-alpha;RXRA;AS$RXRALPHA_02;4
RXR-alpha;RXRA;AS$RXRALPHA_05;2
RXR-alpha;RXRA;AS$SXR_04;4
RXR-alpha;RXRA;HS$ADH3_01;2;G000186
RXR-alpha;RXRA;HS$ALDH2_01;2;G013490
RXR-alpha;RXRA;HS$CETP_11;2;G001036
RXR-alpha;RXRA;HS$CYP1A1_13;2;G004914
RXR-alpha;RXRA;HS$CYP1A1_14;2;G004914
RXR-alpha;RXRA;HS$ICAM1_09;2;G001071
RXR-alpha;RXRA;HS$IPF1_11;2;G002249
RXR-alpha;RXRA;MOUSE$PDX1_08;2;G002300
neurofibromin1;AW494271,neurofibromin,Nf-1;AS$NF1_03;4
neurofibromin1;AW494271,neurofibromin,Nf-1;HS$CYP11A1_08;4;G008989
neurofibromin1;AW494271,neurofibromin,Nf-1;MOUSE$AKR1B7_07;3;G008984
Pbx1;Pbx1,pre-B-cell leukemia transcription factor 1,Prl;MOUSE$EPHA2_04;3;G018691
Pbx1;Pbx1,pre-B-cell leukemia transcription factor 1,Prl;RAT$INS1_43;2;G000760
Sox2;Sox-2;HS$MYC_37;2;G000221
RXR-alpha:PPARgamma;;HS$APOC3_10;2;G000206
RXR-alpha:PPARgamma;;MOUSE$FABP4_13;2;G000478
RXR-alpha:PPARgamma;;MOUSE$FABP4_14;2;G000478
RXR-alpha:PPARgamma;;RAT$ACOX1_02;2;G000704
RXR-alpha:PPARgamma;;RAT$ACOX1_03;2;G000704
RXR-alpha:PPARgamma;;RAT$ACSL1_01;2;G041967
RXR-alpha:PPARgamma;;RAT$CYP4A1_01;2;G041956
RXR-alpha:PPARgamma;;RAT$EHHADH_01;2;G041969
RXR-alpha:PPARgamma;;RAT$FABP1_01;2;G041894
RXR-alpha:PPARgamma;;RAT$HMGCS2_02;2;G004786
RXR-alpha:PPARgamma;;RAT$LIVTR_01;2;G041957
RXR-alpha:PPARgamma;;RAT$ME1_08;2;G000765
RXR-alpha:PPARgamma;;RAT$PEPCK_25;2;G000782
RXR-alpha:PPARgamma;;RAT$PEPCK_31;2;G000782
RXR-gamma:PPARalpha;;HS$APOC3_10;2;G000206
RXR-gamma:PPARalpha;;MOUSE$FABP4_13;2;G000478
RXR-gamma:PPARalpha;;MOUSE$FABP4_14;2;G000478
RXR-gamma:PPARalpha;;RAT$ACOX1_02;2;G000704
RXR-gamma:PPARalpha;;RAT$ACOX1_03;2;G000704
RXR-gamma:PPARalpha;;RAT$CYP4A1_01;2;G041956
RXR-gamma:PPARalpha;;RAT$EHHADH_01;2;G041969
RXR-gamma:PPARalpha;;RAT$FABP1_01;2;G041894
RXR-gamma:PPARalpha;;RAT$HMGCS2_02;2;G004786
RXR-gamma:PPARalpha;;RAT$LIVTR_01;2;G041957
RXR-gamma:PPARalpha;;RAT$ME1_08;2;G000765
RXR-gamma:PPARalpha;;RAT$ME1_09;2;G000765
RXR-gamma:PPARalpha;;RAT$PEPCK_25;2;G000782
RXR-gamma:PPARalpha;;RAT$PEPCK_31;2;G000782
RXR-gamma:PPARdelta;;HS$APOC3_10;2;G000206
RXR-gamma:PPARdelta;;MOUSE$FABP4_13;2;G000478
RXR-gamma:PPARdelta;;MOUSE$FABP4_14;2;G000478
RXR-gamma:PPARdelta;;RAT$ACOX1_02;2;G000704
RXR-gamma:PPARdelta;;RAT$ACOX1_03;2;G000704
RXR-gamma:PPARdelta;;RAT$CYP4A1_01;2;G041956
RXR-gamma:PPARdelta;;RAT$EHHADH_01;2;G041969
RXR-gamma:PPARdelta;;RAT$FABP1_01;2;G041894
RXR-gamma:PPARdelta;;RAT$HMGCS2_02;2;G004786
RXR-gamma:PPARdelta;;RAT$LIVTR_01;2;G041957
RXR-gamma:PPARdelta;;RAT$ME1_08;2;G000765
RXR-gamma:PPARdelta;;RAT$ME1_09;2;G000765
RXR-gamma:PPARdelta;;RAT$PEPCK_25;2;G000782
RXR-gamma:PPARdelta;;RAT$PEPCK_31;2;G000782
RXR-gamma:PPARgamma;;HS$APOC3_10;2;G000206
RXR-gamma:PPARgamma;;MOUSE$FABP4_13;2;G000478
RXR-gamma:PPARgamma;;MOUSE$FABP4_14;2;G000478
RXR-gamma:PPARgamma;;RAT$ACOX1_02;2;G000704
RXR-gamma:PPARgamma;;RAT$ACOX1_03;2;G000704
RXR-gamma:PPARgamma;;RAT$ACSL1_01;2;G041967
RXR-gamma:PPARgamma;;RAT$CYP4A1_01;2;G041956
RXR-gamma:PPARgamma;;RAT$EHHADH_01;2;G041969
RXR-gamma:PPARgamma;;RAT$FABP1_01;2;G041894
RXR-gamma:PPARgamma;;RAT$HMGCS2_02;2;G004786
RXR-gamma:PPARgamma;;RAT$LIVTR_01;2;G041957
RXR-gamma:PPARgamma;;RAT$ME1_08;2;G000765
RXR-gamma:PPARgamma;;RAT$ME1_09;2;G000765
RXR-gamma:PPARgamma;;RAT$PEPCK_25;2;G000782
RXR-gamma:PPARgamma;;RAT$PEPCK_31;2;G000782
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;AS$PU1_02;5
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;AS$PU1_61;4
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$BCL6_07;3;G004696
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$BCL6_08;3;G004696
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$BCL6_09;3;G004696
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CAMP_01;5;G018988
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CD68_01;3;G018997
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CD68_03;3;G018997
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CHI3L1_01;3;G046293
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CHI3L1_02;3;G046293
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CHIT1_02;5;G031828
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CYBB_04;3;G000274
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$CYBB_34;3;G000274
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$DEFA1_02;3;G024863
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ELA2_02;3;G026131
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ELA2_03;3;G026131
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ENG_10;4;G004638
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ETS2_03;3;G004958
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$FCER1A_01;3;G046401
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$FES_02;3;G006056
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$FES_04;5;G006056
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$GMCSFRA_01;3;G002343
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$GP6_03;4;G023195
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$GPR132_03;3;G047850
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$IGGLE_05;3;G002960
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$IL1B_04;3;G000311
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$IL1B_05;4;G000311
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$IRF4_09;3;G003134
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ITGAM_02;3;G001104
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ITGAM_04;3;G001104
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ITGAM_05;4;G001104
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ITGB2_01;4;G005594
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$LIMD1_01;3;G047082
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$MCSFR_01;3;G001083
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$MIRN424_01;5;G053912
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$MME_02;5;G032176
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$MYB_16;3;G000220
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$NCF1_01;3;G043382
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$NCF2_02;3;G004926
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$NEU_08;3;G000349
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$NR3C1_21;3;G000268
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$NR3C1_22;3;G000268
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PARG_01;3;G019629
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PARG_02;4;G019629
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PPBP_01;3;G004629
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PRTN3_03;3;G021545
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PRTN3_04;5;G021545
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PRTN3_05;3;G021545
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PTGIR_02;3;G003315
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PTPN6_01;3;G003516
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$PTPN6_02;3;G003516
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$TAL1_01;3;G001188
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$TLR4_02;3;G002518
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$TLR4_03;3;G002518
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$TLR4_06;5;G002518
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$TLR4_07;5;G002518
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$TLR4_09;5;G002518
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$TLR4_10;5;G002518
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;HS$ZNF202_02;3;G032628
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;MOUSE$ELA2_01;3;G042411
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;MOUSE$ELA2_04;4;G042411
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;MOUSE$FLI1_03;3;G009821
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;MOUSE$IGLL_17;3;G000541
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;MOUSE$MRC1_03;5;G052410
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;MOUSE$PRTN3_02;4;G052132
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;MOUSE$TNF_14;3;G000618
SPI1;OF,PU.1,Spi-1,SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1;RAT$MMP2_08;3;G001741
TWIST;h-twist,TWIST1,TWISTrelated protein;HS$CDH2_03;1;G018273
pax6-isoform5a;1500038E17Rik,Dey,Oculorhombin,paired box gene 6,Pax-6,PAX6,Pax6-5a,Sey;MOUSE$CRYAA_13;1;G000475
Net;Elk-3,ERP,Net,SAP2,SRF accessory protein 2;MOUSE$PCYT1A_05;2;G021487
Prep1:PBX2;;RAT$PF4_02;2;G000783
Prep1:Pbx1b;;RAT$PF4_02;2;G000783
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;HS$IL2_30;2;G000312
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;HS$NPPB_01;2;G024822
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$IL2_01;2;G000533
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$IL2_02;2;G000533
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$IL2_10;2;G000533
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$IL2_12;2;G000533
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$IL2_14;2;G000533
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$IL5_02;2;G000535
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$SFTPD_03;1;G038154
NF-AT4;NF-AT4,NF-ATc3,NF-ATx,NFAT4,NFATx,Nuclear Factor of Activated T-cells x;MOUSE$SFTPD_04;1;G038154
CREM;;MOUSE$CRYAA_05;2;G000475
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_01;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_02;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_03;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_04;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_05;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_06;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_07;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_08;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_09;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_10;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_11;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_12;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_13;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_14;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_15;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_16;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_17;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_18;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_19;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_20;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_21;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_22;2
CDP-isoform1;CCAAT displacement protein,CDP,Clox,cut homeodomain protein,cut-like homeodomain protein,Cux;AS$CDPCR1_23;2
